Store_Dept_Date,Weekly_Sales
2_97_2013-01-04,41110.146399999976
2_98_2013-01-04,12534.529900000001
2_99_2013-01-04,791.5810999999999
2_1_2013-01-11,21856.468999999972
2_2_2013-01-11,63702.823099999994
2_3_2013-01-11,15811.284999999993
2_4_2013-01-11,46043.25959999998
2_5_2013-01-11,24914.0477
2_6_2013-01-11,3568.9459000000006
2_7_2013-01-11,18985.33979999999
2_8_2013-01-11,58740.83809999999
2_9_2013-01-11,22929.900100000013
2_10_2013-01-11,31653.584999999992
2_11_2013-01-11,21663.7422
2_12_2013-01-11,6079.4064999999955
2_13_2013-01-11,44871.424699999996
2_14_2013-01-11,20436.28159999999
2_16_2013-01-11,6420.628200000001
2_17_2013-01-11,12919.70780000001
2_18_2013-01-11,2755.625099999999
2_19_2013-01-11,3461.6280000000006
2_20_2013-01-11,5040.662500000002
2_21_2013-01-11,8805.631600000004
2_22_2013-01-11,12537.304900000006
2_23_2013-01-11,20035.112100000013
2_24_2013-01-11,3865.7817999999984
2_25_2013-01-11,10241.91349999999
2_26_2013-01-11,5343.736000000007
2_27_2013-01-11,1895.8634999999997
2_28_2013-01-11,846.5534000000004
2_29_2013-01-11,5883.784599999998
2_30_2013-01-11,3306.916599999999
2_31_2013-01-11,3293.1081000000017
2_32_2013-01-11,7625.6175
2_33_2013-01-11,3671.8979000000018
2_34_2013-01-11,12753.983300000007
2_35_2013-01-11,2683.1217999999994
2_36_2013-01-11,1142.861000000001
2_37_2013-01-11,4341.6793000000025
2_38_2013-01-11,91270.57460000005
2_40_2013-01-11,83936.4303
2_41_2013-01-11,866.7353000000003
2_42_2013-01-11,8626.275800000001
2_44_2013-01-11,6708.584899999998
2_46_2013-01-11,24770.95590000001
2_48_2013-01-11,1380.74
2_49_2013-01-11,17979.030799999997
2_52_2013-01-11,3656.6518000000015
2_54_2013-01-11,43.59980000000002
2_55_2013-01-11,10900.198000000008
2_56_2013-01-11,1408.455099999999
2_58_2013-01-11,22582.13
2_59_2013-01-11,438.0379999999999
2_60_2013-01-11,363.5383
2_67_2013-01-11,7735.701500000003
2_71_2013-01-11,4749.872500000002
2_72_2013-01-11,63292.956500000066
2_74_2013-01-11,18936.055800000006
2_77_2013-01-11,164.11969999999997
2_79_2013-01-11,34517.62709999999
2_80_2013-01-11,24939.048899999998
2_81_2013-01-11,30922.17879999999
2_82_2013-01-11,22320.249800000005
2_83_2013-01-11,6565.299699999992
2_85_2013-01-11,2881.6698000000015
2_87_2013-01-11,25894.346599999986
2_90_2013-01-11,99775.9605
2_91_2013-01-11,83331.0677
2_92_2013-01-11,100000.0
2_93_2013-01-11,78170.94950000002
2_94_2013-01-11,67672.17310000003
2_95_2013-01-11,100000.0
2_96_2013-01-11,29359.188299999983
2_97_2013-01-11,41456.59240000001
2_98_2013-01-11,12424.402499999995
2_1_2013-01-18,23982.97820000001
2_2_2013-01-18,62532.706099999996
2_3_2013-01-18,16120.7882
2_4_2013-01-18,44596.16229999999
2_5_2013-01-18,25483.3572
2_6_2013-01-18,3573.8589
2_7_2013-01-18,20541.82040000001
2_8_2013-01-18,58558.30200000001
2_9_2013-01-18,21684.521599999996
2_10_2013-01-18,30923.379600000015
2_11_2013-01-18,23133.82340000001
2_12_2013-01-18,5734.8728999999985
2_13_2013-01-18,44748.57989999997
2_14_2013-01-18,19089.772000000008
2_16_2013-01-18,6761.187499999992
2_17_2013-01-18,12848.332400000003
2_18_2013-01-18,10637.2137
2_19_2013-01-18,3645.0821999999985
2_20_2013-01-18,4867.510799999998
2_21_2013-01-18,8704.652400000004
2_22_2013-01-18,12960.106000000007
2_23_2013-01-18,22981.446600000007
2_24_2013-01-18,5473.368399999995
2_25_2013-01-18,10872.96079999999
2_26_2013-01-18,5881.2869000000055
2_27_2013-01-18,2353.6776000000013
2_28_2013-01-18,899.3284000000002
2_29_2013-01-18,6899.844800000001
2_30_2013-01-18,3597.1014
2_31_2013-01-18,3598.8724000000007
2_32_2013-01-18,11058.854799999997
2_33_2013-01-18,4095.583300000002
2_34_2013-01-18,12546.351799999997
2_35_2013-01-18,2697.095799999999
2_36_2013-01-18,1230.2519000000002
2_37_2013-01-18,4166.178000000002
2_38_2013-01-18,85296.59869999996
2_40_2013-01-18,81825.47360000006
2_41_2013-01-18,932.3781000000002
2_42_2013-01-18,8403.0364
2_44_2013-01-18,6383.138799999998
2_46_2013-01-18,25645.880500000003
2_48_2013-01-18,1298.0023
2_49_2013-01-18,17766.930199999995
2_52_2013-01-18,3563.7496000000033
2_54_2013-01-18,39.32400000000001
2_55_2013-01-18,11229.659600000008
2_56_2013-01-18,1513.3672999999992
2_58_2013-01-18,19823.56
2_59_2013-01-18,406.7892999999999
2_60_2013-01-18,325.6475
2_67_2013-01-18,9851.608300000004
2_71_2013-01-18,4720.096700000004
2_72_2013-01-18,73364.23939999998
2_74_2013-01-18,18518.558900000015
2_79_2013-01-18,30699.9254
2_80_2013-01-18,25270.077799999992
2_81_2013-01-18,31508.168100000006
2_82_2013-01-18,23009.140900000013
2_83_2013-01-18,6385.3723
2_85_2013-01-18,2871.107700000001
2_87_2013-01-18,25970.475099999992
2_90_2013-01-18,99370.47229999998
2_91_2013-01-18,85151.78259999998
2_92_2013-01-18,100000.0
2_93_2013-01-18,77213.51599999997
2_94_2013-01-18,70420.24200000004
2_95_2013-01-18,100000.0
2_96_2013-01-18,29797.958099999967
2_97_2013-01-18,40879.9321
2_98_2013-01-18,12801.0604
2_99_2013-01-18,249.9921999999999
2_1_2013-01-25,23295.81680000002
2_2_2013-01-25,61581.03129999999
2_3_2013-01-25,15008.207499999993
2_4_2013-01-25,42681.57349999997
2_5_2013-01-25,25757.73689999998
2_6_2013-01-25,3952.4591999999993
2_7_2013-01-25,19466.234800000002
2_8_2013-01-25,56551.02049999996
2_9_2013-01-25,22582.916000000005
2_10_2013-01-25,31059.567699999996
2_11_2013-01-25,19591.598199999997
2_12_2013-01-25,6647.8691
2_13_2013-01-25,44294.71439999994
2_14_2013-01-25,19453.2841
2_16_2013-01-25,8829.628100000007
2_17_2013-01-25,13150.286700000008
2_18_2013-01-25,2039.166900000001
2_19_2013-01-25,3532.4738999999995
2_20_2013-01-25,5002.510399999996
2_21_2013-01-25,8614.341099999998
2_22_2013-01-25,12717.658399999998
2_23_2013-01-25,19436.37130000001
2_24_2013-01-25,3810.8744
2_25_2013-01-25,9942.761400000005
2_26_2013-01-25,6336.822400000005
2_27_2013-01-25,1818.665099999999
2_28_2013-01-25,871.4101
2_29_2013-01-25,6115.953
2_30_2013-01-25,3707.971200000002
2_31_2013-01-25,3068.9743
2_32_2013-01-25,7861.9896000000035
2_33_2013-01-25,3622.5374000000024
2_34_2013-01-25,11421.145200000004
2_35_2013-01-25,2958.353799999999
2_36_2013-01-25,1111.4409999999993
2_37_2013-01-25,4311.775299999998
2_38_2013-01-25,84873.6528
2_40_2013-01-25,80675.59500000004
2_41_2013-01-25,874.5491000000005
2_42_2013-01-25,8276.0153
2_44_2013-01-25,6426.244400000004
2_46_2013-01-25,25695.136900000012
2_48_2013-01-25,1520.1966
2_49_2013-01-25,17922.170399999988
2_52_2013-01-25,3651.294700000002
2_54_2013-01-25,39.853
2_55_2013-01-25,10824.9529
2_56_2013-01-25,2302.9282
2_58_2013-01-25,18768.86
2_59_2013-01-25,420.86699999999996
2_60_2013-01-25,307.2119999999999
2_67_2013-01-25,9329.648200000001
2_71_2013-01-25,4711.080600000004
2_72_2013-01-25,70814.52389999999
2_74_2013-01-25,18393.61789999999
2_79_2013-01-25,29786.12729999999
2_80_2013-01-25,24330.90980000001
2_81_2013-01-25,29959.811000000005
2_82_2013-01-25,21353.39719999999
2_83_2013-01-25,5671.8721000000005
2_85_2013-01-25,2765.9505
2_87_2013-01-25,24652.553499999995
2_90_2013-01-25,95184.38220000005
2_91_2013-01-25,76852.34910000005
2_92_2013-01-25,100000.0
2_93_2013-01-25,67084.06310000001
2_94_2013-01-25,66753.44430000003
2_95_2013-01-25,100000.0
2_96_2013-01-25,29220.952099999984
2_97_2013-01-25,36768.30290000004
2_98_2013-01-25,12125.991699999997
2_1_2013-02-01,31983.33160000002
2_2_2013-02-01,69260.72329999995
2_3_2013-02-01,15443.084900000005
2_4_2013-02-01,47585.014799999975
2_5_2013-02-01,33830.0803
2_6_2013-02-01,5100.510900000002
2_7_2013-02-01,28481.99260000001
2_8_2013-02-01,61429.06309999994
2_9_2013-02-01,28049.085400000018
2_10_2013-02-01,39640.274000000005
2_11_2013-02-01,19589.87730000001
2_12_2013-02-01,7117.624000000008
2_13_2013-02-01,47171.863900000004
2_14_2013-02-01,23073.349299999983
2_16_2013-02-01,14239.416700000009
2_17_2013-02-01,15953.102899999998
2_18_2013-02-01,5159.620500000005
2_19_2013-02-01,3773.2875999999997
2_20_2013-02-01,6961.8917999999985
2_21_2013-02-01,9194.554299999996
2_22_2013-02-01,18514.00310000001
2_23_2013-02-01,25619.159799999994
2_24_2013-02-01,5978.368900000004
2_25_2013-02-01,14572.378700000001
2_26_2013-02-01,9702.9374
2_27_2013-02-01,2095.7046000000028
2_28_2013-02-01,883.8749000000004
2_29_2013-02-01,7734.387999999995
2_30_2013-02-01,4673.121900000002
2_31_2013-02-01,3240.6968000000024
2_32_2013-02-01,12252.358199999995
2_33_2013-02-01,5829.527999999996
2_34_2013-02-01,15580.796999999995
2_35_2013-02-01,4377.514699999997
2_36_2013-02-01,1685.5004
2_37_2013-02-01,5400.629000000002
2_38_2013-02-01,89248.78860000004
2_40_2013-02-01,87519.41129999992
2_41_2013-02-01,1832.7062000000003
2_42_2013-02-01,9260.64380000001
2_44_2013-02-01,7227.083499999997
2_46_2013-02-01,30085.47989999999
2_48_2013-02-01,1283.3112
2_49_2013-02-01,18383.38869999999
2_52_2013-02-01,4669.541400000004
2_55_2013-02-01,12362.147799999999
2_56_2013-02-01,3908.3861000000006
2_58_2013-02-01,21136.275
2_59_2013-02-01,455.37909999999994
2_60_2013-02-01,314.9497
2_67_2013-02-01,13434.680800000007
2_71_2013-02-01,6468.523700000002
2_72_2013-02-01,90067.38040000007
2_74_2013-02-01,18435.556400000005
2_79_2013-02-01,34334.58420000005
2_80_2013-02-01,25588.77089999999
2_81_2013-02-01,32400.576700000012
2_82_2013-02-01,22960.619899999998
2_83_2013-02-01,6355.401499999995
2_85_2013-02-01,2936.089600000002
2_87_2013-02-01,31670.635600000005
2_90_2013-02-01,96013.52889999999
2_91_2013-02-01,79169.33570000003
2_92_2013-02-01,100000.0
2_93_2013-02-01,74460.08020000001
2_94_2013-02-01,67870.20839999993
2_95_2013-02-01,100000.0
2_96_2013-02-01,31236.414400000012
2_97_2013-02-01,39180.21119999999
2_98_2013-02-01,13858.362799999994
2_99_2013-02-01,569.097
2_1_2013-02-08,39184.41720000002
2_2_2013-02-08,69352.78539999994
2_3_2013-02-08,15207.324700000008
2_4_2013-02-08,46780.62559999997
2_5_2013-02-08,33645.26709999999
2_6_2013-02-08,4973.125900000003
2_7_2013-02-08,31272.470400000013
2_8_2013-02-08,61837.78289999993
2_9_2013-02-08,27322.63990000002
2_10_2013-02-08,39867.8671
2_11_2013-02-08,20057.87440000002
2_12_2013-02-08,6960.148400000005
2_13_2013-02-08,46935.6477
2_14_2013-02-08,23160.27699999999
2_16_2013-02-08,14214.780500000004
2_17_2013-02-08,15702.948599999998
2_18_2013-02-08,12209.529299999993
2_19_2013-02-08,3983.0798999999993
2_20_2013-02-08,6733.480399999992
2_21_2013-02-08,9246.3626
2_22_2013-02-08,19940.82960000002
2_23_2013-02-08,25420.024799999985
2_24_2013-02-08,6307.301000000002
2_25_2013-02-08,13410.162299999993
2_26_2013-02-08,9700.769999999997
2_27_2013-02-08,2243.7800000000034
2_28_2013-02-08,864.7766
2_29_2013-02-08,8600.50819999999
2_30_2013-02-08,5282.268200000004
2_31_2013-02-08,3412.873800000003
2_32_2013-02-08,14995.898699999987
2_33_2013-02-08,5983.3207
2_34_2013-02-08,16161.5912
2_35_2013-02-08,4394.363799999999
2_36_2013-02-08,1982.4554999999991
2_37_2013-02-08,5104.566600000005
2_38_2013-02-08,89609.27250000004
2_40_2013-02-08,86153.4297
2_41_2013-02-08,1728.551400000001
2_42_2013-02-08,9375.36170000001
2_44_2013-02-08,7819.546400000004
2_46_2013-02-08,30444.981199999987
2_48_2013-02-08,1281.2706
2_49_2013-02-08,17912.615999999984
2_52_2013-02-08,4362.355700000001
2_54_2013-02-08,70.01980000000009
2_55_2013-02-08,12815.70389999999
2_56_2013-02-08,4214.740099999999
2_58_2013-02-08,21834.188200000004
2_59_2013-02-08,425.22589999999974
2_60_2013-02-08,307.6428999999999
2_67_2013-02-08,19000.7639
2_71_2013-02-08,7322.517899999997
2_72_2013-02-08,92682.57930000011
2_74_2013-02-08,18827.12220000001
2_79_2013-02-08,37451.1285
2_80_2013-02-08,26657.892000000003
2_81_2013-02-08,32281.781900000024
2_82_2013-02-08,22925.614799999996
2_83_2013-02-08,6663.476999999995
2_85_2013-02-08,2958.2914000000014
2_87_2013-02-08,31638.060499999985
2_90_2013-02-08,98778.67459999998
2_91_2013-02-08,86586.96660000006
2_92_2013-02-08,100000.0
2_93_2013-02-08,77192.47139999997
2_94_2013-02-08,71393.6255999999
2_95_2013-02-08,100000.0
2_96_2013-02-08,32396.869700000017
2_97_2013-02-08,41994.0981
2_98_2013-02-08,15344.244399999985
2_99_2013-02-08,1658.1834999999999
2_1_2013-02-15,40851.24720000001
2_2_2013-02-15,68832.09649999994
2_3_2013-02-15,13962.596699999987
2_4_2013-02-15,44410.35260000003
2_5_2013-02-15,33477.6088
2_6_2013-02-15,5213.032600000003
2_7_2013-02-15,28974.230800000016
2_8_2013-02-15,60883.15890000001
2_9_2013-02-15,28564.886500000004
2_10_2013-02-15,40761.4584
2_11_2013-02-15,22013.598499999996
2_12_2013-02-15,6788.439199999998
2_13_2013-02-15,45595.167999999954
2_14_2013-02-15,24271.237599999982
2_16_2013-02-15,16132.89030000002
2_17_2013-02-15,16883.41980000001
2_18_2013-02-15,10818.007
2_19_2013-02-15,3978.060300000001
2_20_2013-02-15,7045.466599999999
2_21_2013-02-15,9304.650900000006
2_22_2013-02-15,20156.724800000007
2_23_2013-02-15,26007.737900000015
2_24_2013-02-15,6600.202600000001
2_25_2013-02-15,14774.963699999998
2_26_2013-02-15,10049.60930000001
2_27_2013-02-15,2184.5883000000017
2_28_2013-02-15,937.0943000000002
2_29_2013-02-15,8089.672000000008
2_30_2013-02-15,4910.233200000002
2_31_2013-02-15,3622.978899999999
2_32_2013-02-15,23953.012800000004
2_33_2013-02-15,6376.475300000005
2_34_2013-02-15,16507.49099999999
2_35_2013-02-15,4431.072199999997
2_36_2013-02-15,2123.337199999998
2_37_2013-02-15,4953.122900000001
2_38_2013-02-15,86001.68190000005
2_40_2013-02-15,83333.62270000004
2_41_2013-02-15,1841.3406000000002
2_42_2013-02-15,9340.09130000001
2_44_2013-02-15,7331.814300000002
2_46_2013-02-15,29922.24850000001
2_48_2013-02-15,1211.6896
2_49_2013-02-15,19387.722700000006
2_52_2013-02-15,4063.7554999999998
2_54_2013-02-15,113.81040000000002
2_55_2013-02-15,14043.537699999992
2_56_2013-02-15,4692.067799999999
2_58_2013-02-15,22892.4491
2_59_2013-02-15,404.2367
2_60_2013-02-15,322.81329999999997
2_67_2013-02-15,21132.229
2_71_2013-02-15,7082.997600000005
2_72_2013-02-15,96249.96409999998
2_74_2013-02-15,18817.45519999999
2_79_2013-02-15,31430.90230000002
2_80_2013-02-15,26768.1253
2_81_2013-02-15,31744.94369999998
2_82_2013-02-15,23831.86650000002
2_83_2013-02-15,6857.003499999999
2_85_2013-02-15,3002.6295000000023
2_87_2013-02-15,30495.65519999999
2_90_2013-02-15,99392.5143
2_91_2013-02-15,85877.24820000002
2_92_2013-02-15,100000.0
2_93_2013-02-15,77251.84240000002
2_94_2013-02-15,71846.53369999999
2_95_2013-02-15,100000.0
2_96_2013-02-15,30700.7107
2_97_2013-02-15,41746.04749999998
2_98_2013-02-15,15336.236599999995
2_99_2013-02-15,631.0075000000003
2_1_2013-02-22,36885.07060000001
2_2_2013-02-22,64714.00950000003
2_3_2013-02-22,14408.906099999991
2_4_2013-02-22,43487.720799999974
2_5_2013-02-22,29438.25900000001
2_6_2013-02-22,4870.022800000001
2_7_2013-02-22,28527.667099999977
2_8_2013-02-22,59404.87480000004
2_9_2013-02-22,29562.921200000033
2_10_2013-02-22,41313.859200000006
2_11_2013-02-22,21356.768900000006
2_12_2013-02-22,7439.770000000002
2_13_2013-02-22,44889.64559999999
2_14_2013-02-22,22425.99289999999
2_16_2013-02-22,14735.892300000018
2_17_2013-02-22,14528.676900000019
2_18_2013-02-22,12786.582699999995
2_19_2013-02-22,3808.570199999998
2_20_2013-02-22,6103.856599999999
2_21_2013-02-22,8711.7264
2_22_2013-02-22,15648.435100000008
2_23_2013-02-22,26271.51229999999
2_24_2013-02-22,6670.538599999999
2_25_2013-02-22,15821.255699999994
2_26_2013-02-22,9860.634000000007
2_27_2013-02-22,2028.023900000001
2_28_2013-02-22,877.7308000000003
2_29_2013-02-22,6860.560500000003
2_30_2013-02-22,4835.431300000001
2_31_2013-02-22,3527.5549999999994
2_32_2013-02-22,13056.743800000004
2_33_2013-02-22,6304.832300000002
2_34_2013-02-22,16472.19689999999
2_35_2013-02-22,3995.038499999999
2_36_2013-02-22,1483.1745000000003
2_37_2013-02-22,4473.694800000001
2_38_2013-02-22,85575.17340000006
2_40_2013-02-22,83305.8198
2_41_2013-02-22,2114.8735
2_42_2013-02-22,8851.8625
2_44_2013-02-22,7214.525700000003
2_46_2013-02-22,29484.569499999987
2_47_2013-02-22,22.2858
2_48_2013-02-22,1716.95
2_49_2013-02-22,18750.700000000008
2_52_2013-02-22,4098.926900000002
2_54_2013-02-22,30.75820000000001
2_55_2013-02-22,12999.831199999997
2_56_2013-02-22,4736.013699999999
2_58_2013-02-22,21475.2841
2_59_2013-02-22,407.1081
2_60_2013-02-22,337.14359999999994
2_67_2013-02-22,11825.958599999994
2_71_2013-02-22,6048.157100000002
2_72_2013-02-22,94439.2492
2_74_2013-02-22,18458.57919999998
2_79_2013-02-22,29574.9178
2_80_2013-02-22,25576.569299999996
2_81_2013-02-22,30864.103099999993
2_82_2013-02-22,21899.528699999995
2_83_2013-02-22,6041.792200000001
2_85_2013-02-22,2882.292400000002
2_87_2013-02-22,26915.32960000001
2_90_2013-02-22,98045.66950000002
2_91_2013-02-22,78368.31230000002
2_92_2013-02-22,100000.0
2_93_2013-02-22,69974.11459999997
2_94_2013-02-22,69657.063
2_95_2013-02-22,100000.0
2_96_2013-02-22,30337.432899999985
2_97_2013-02-22,39364.97459999998
2_98_2013-02-22,15417.793300000001
2_99_2013-02-22,140.16200000000003
2_1_2013-03-01,29515.00750000003
2_2_2013-03-01,65389.9244
2_3_2013-03-01,13313.937099999996
2_4_2013-03-01,45351.68370000001
2_5_2013-03-01,29886.978000000014
2_6_2013-03-01,4849.452400000002
2_7_2013-03-01,31088.607700000008
2_8_2013-03-01,60359.35729999997
2_9_2013-03-01,35110.26159999999
2_10_2013-03-01,41324.211999999985
2_11_2013-03-01,21439.12700000001
2_12_2013-03-01,7754.7663
2_13_2013-03-01,45500.85199999999
2_14_2013-03-01,23015.85719999999
2_16_2013-03-01,16186.668000000007
2_17_2013-03-01,13464.518199999999
2_18_2013-03-01,1736.9431000000006
2_19_2013-03-01,4050.099600000001
2_20_2013-03-01,6120.641299999999
2_21_2013-03-01,9099.5344
2_22_2013-03-01,13765.25320000001
2_23_2013-03-01,27821.532799999997
2_24_2013-03-01,7119.195799999999
2_25_2013-03-01,15663.569300000008
2_26_2013-03-01,9344.168900000004
2_27_2013-03-01,2130.9534
2_28_2013-03-01,892.3687000000007
2_29_2013-03-01,6874.188000000003
2_30_2013-03-01,4952.520800000004
2_31_2013-03-01,3445.1104000000028
2_32_2013-03-01,10295.080400000003
2_33_2013-03-01,6295.589799999999
2_34_2013-03-01,15864.127299999986
2_35_2013-03-01,4131.493599999998
2_36_2013-03-01,1917.6277000000005
2_37_2013-03-01,4663.3275
2_38_2013-03-01,88848.63410000005
2_40_2013-03-01,86439.14189999994
2_41_2013-03-01,2541.6466
2_42_2013-03-01,9097.781399999998
2_44_2013-03-01,6875.509799999997
2_46_2013-03-01,28665.59199999998
2_48_2013-03-01,1505.935
2_49_2013-03-01,20397.8803
2_52_2013-03-01,4268.7401000000045
2_54_2013-03-01,36.34740000000002
2_55_2013-03-01,13060.462799999998
2_56_2013-03-01,8569.7994
2_58_2013-03-01,21681.600999999995
2_59_2013-03-01,474.5019999999999
2_60_2013-03-01,459.7524000000002
2_67_2013-03-01,10270.9131
2_71_2013-03-01,5403.7584
2_72_2013-03-01,87657.4485
2_74_2013-03-01,18111.853399999993
2_79_2013-03-01,34724.829100000046
2_80_2013-03-01,26091.100899999998
2_81_2013-03-01,30879.923999999995
2_82_2013-03-01,21889.3055
2_83_2013-03-01,6178.757899999997
2_85_2013-03-01,2847.0562000000004
2_87_2013-03-01,25897.03399999998
2_90_2013-03-01,96764.20219999996
2_91_2013-03-01,76425.64009999998
2_92_2013-03-01,100000.0
2_93_2013-03-01,69729.55450000003
2_94_2013-03-01,69972.57049999994
2_95_2013-03-01,100000.0
2_96_2013-03-01,30968.085799999986
2_97_2013-03-01,38967.39489999996
2_98_2013-03-01,13563.095899999997
2_1_2013-03-08,33861.83220000003
2_2_2013-03-08,68099.03970000002
2_3_2013-03-08,13792.829000000002
2_4_2013-03-08,45643.610599999985
2_5_2013-03-08,31247.9243
2_6_2013-03-08,5521.423100000001
2_7_2013-03-08,30922.195900000006
2_8_2013-03-08,61099.77539999997
2_9_2013-03-08,37052.418500000014
2_10_2013-03-08,42192.7846
2_11_2013-03-08,20487.07630000002
2_12_2013-03-08,7770.714900000003
2_13_2013-03-08,47104.4251
2_14_2013-03-08,22669.780499999983
2_16_2013-03-08,22348.5983
2_17_2013-03-08,15877.770200000006
2_18_2013-03-08,8586.309100000004
2_19_2013-03-08,3884.807100000002
2_20_2013-03-08,6325.506099999999
2_21_2013-03-08,9195.677900000004
2_22_2013-03-08,17744.006600000004
2_23_2013-03-08,26212.805699999997
2_24_2013-03-08,6078.832500000003
2_25_2013-03-08,14673.934400000002
2_26_2013-03-08,10110.697000000006
2_27_2013-03-08,2124.0513000000024
2_28_2013-03-08,874.5820000000001
2_29_2013-03-08,6969.24
2_30_2013-03-08,5009.2938
2_31_2013-03-08,3418.9728000000014
2_32_2013-03-08,11501.303900000004
2_33_2013-03-08,6058.903899999999
2_34_2013-03-08,17028.192
2_35_2013-03-08,4628.471999999998
2_36_2013-03-08,2009.7573000000007
2_37_2013-03-08,4912.811600000002
2_38_2013-03-08,86765.63620000002
2_40_2013-03-08,87164.6644
2_41_2013-03-08,2132.1013000000003
2_42_2013-03-08,9401.636200000006
2_44_2013-03-08,7559.039600000002
2_46_2013-03-08,30287.09640000001
2_48_2013-03-08,2220.5802000000003
2_49_2013-03-08,18148.952699999998
2_52_2013-03-08,4193.330600000002
2_54_2013-03-08,59.27080000000008
2_55_2013-03-08,12364.959499999995
2_56_2013-03-08,8587.2646
2_58_2013-03-08,16994.2741
2_59_2013-03-08,467.7357000000005
2_60_2013-03-08,419.2533
2_67_2013-03-08,11432.9263
2_71_2013-03-08,5899.3435
2_72_2013-03-08,84753.58200000001
2_74_2013-03-08,17088.120699999992
2_79_2013-03-08,37077.26349999997
2_80_2013-03-08,26398.127800000013
2_81_2013-03-08,32489.186500000003
2_82_2013-03-08,22944.545000000006
2_83_2013-03-08,6668.723999999998
2_85_2013-03-08,3205.053099999999
2_87_2013-03-08,28269.387899999976
2_90_2013-03-08,98379.97240000003
2_91_2013-03-08,84896.62480000006
2_92_2013-03-08,100000.0
2_93_2013-03-08,76395.0014
2_94_2013-03-08,72441.77369999996
2_95_2013-03-08,100000.0
2_96_2013-03-08,31588.0798
2_97_2013-03-08,41889.751999999986
2_98_2013-03-08,14222.9942
2_1_2013-03-15,29671.51660000001
2_2_2013-03-15,64974.40830000004
2_3_2013-03-15,11042.038600000003
2_4_2013-03-15,43391.755799999984
2_5_2013-03-15,29398.314800000007
2_6_2013-03-15,5477.7429999999995
2_7_2013-03-15,30352.99330000001
2_8_2013-03-15,60396.43619999997
2_9_2013-03-15,35377.038300000015
2_10_2013-03-15,40914.215800000005
2_11_2013-03-15,19553.052
2_12_2013-03-15,7824.199799999999
2_13_2013-03-15,45021.84669999999
2_14_2013-03-15,20100.206499999986
2_16_2013-03-15,30314.40870000001
2_17_2013-03-15,14640.626300000009
2_18_2013-03-15,3391.722000000001
2_19_2013-03-15,3810.456000000001
2_20_2013-03-15,5796.321499999996
2_21_2013-03-15,8734.3896
2_22_2013-03-15,14484.185200000018
2_23_2013-03-15,26256.319700000004
2_24_2013-03-15,6527.827699999999
2_25_2013-03-15,15795.173400000001
2_26_2013-03-15,9797.7307
2_27_2013-03-15,1894.3203000000003
2_28_2013-03-15,832.6033000000003
2_29_2013-03-15,6233.2126000000035
2_30_2013-03-15,4842.443100000003
2_31_2013-03-15,3517.464499999999
2_32_2013-03-15,10900.093300000008
2_33_2013-03-15,6262.938099999999
2_34_2013-03-15,16672.99249999999
2_35_2013-03-15,4391.530999999997
2_36_2013-03-15,2098.8844999999997
2_37_2013-03-15,4782.6027
2_38_2013-03-15,86528.43199999997
2_40_2013-03-15,82870.23350000002
2_41_2013-03-15,2471.4453000000003
2_42_2013-03-15,9197.678999999998
2_44_2013-03-15,6985.822700000001
2_46_2013-03-15,28927.761499999986
2_48_2013-03-15,1677.6478000000002
2_49_2013-03-15,18685.261000000002
2_52_2013-03-15,3978.662800000005
2_54_2013-03-15,60.60660000000004
2_55_2013-03-15,11640.302699999993
2_56_2013-03-15,11048.115200000002
2_58_2013-03-15,20939.23
2_59_2013-03-15,408.41949999999997
2_60_2013-03-15,305.8752
2_67_2013-03-15,10137.659800000001
2_71_2013-03-15,5156.4269
2_72_2013-03-15,82811.09139999999
2_74_2013-03-15,16702.399999999994
2_79_2013-03-15,30544.572300000003
2_80_2013-03-15,26865.2923
2_81_2013-03-15,31505.911099999976
2_82_2013-03-15,22176.720299999997
2_83_2013-03-15,6367.455399999998
2_85_2013-03-15,3187.1339999999973
2_87_2013-03-15,23887.35669999999
2_90_2013-03-15,97902.14889999999
2_91_2013-03-15,82648.27919999996
2_92_2013-03-15,100000.0
2_93_2013-03-15,77510.66310000003
2_94_2013-03-15,71576.1634
2_95_2013-03-15,100000.0
2_96_2013-03-15,31458.971599999997
2_97_2013-03-15,41359.407999999974
2_98_2013-03-15,13805.195300000003
2_1_2013-03-22,32773.848000000005
2_2_2013-03-22,64878.469200000036
2_3_2013-03-22,10559.310700000004
2_4_2013-03-22,45445.92130000001
2_5_2013-03-22,27299.497299999985
2_6_2013-03-22,5900.836100000002
2_7_2013-03-22,34917.30380000001
2_8_2013-03-22,60781.61660000001
2_9_2013-03-22,40215.13069999998
2_10_2013-03-22,41519.56560000001
2_11_2013-03-22,20432.97490000001
2_12_2013-03-22,8038.9825000000055
2_13_2013-03-22,45572.922699999996
2_14_2013-03-22,20559.918899999982
2_16_2013-03-22,35763.10070000001
2_17_2013-03-22,14590.73130000001
2_18_2013-03-22,12487.088000000003
2_19_2013-03-22,3863.405199999998
2_20_2013-03-22,6475.352300000003
2_21_2013-03-22,9106.194900000006
2_22_2013-03-22,14554.05090000001
2_23_2013-03-22,26715.937500000004
2_24_2013-03-22,5949.422
2_25_2013-03-22,15545.615600000001
2_26_2013-03-22,9897.984200000004
2_27_2013-03-22,1896.8699000000013
2_28_2013-03-22,836.3454000000004
2_29_2013-03-22,6241.272700000001
2_30_2013-03-22,4878.697299999998
2_31_2013-03-22,3349.384700000001
